merchantName,description,category
compteepargne,mensuel epargne juin,EPARGNE
صيدلية,paiement doctor visit ariana,SANTE
bolt,trajet travail tunis,TRANSPORT
راتب,paiement salaire paiement fevrier,SALAIRE
سينما,paiement achat console game mars visa,LOISIRS
GARE ROUTIERE,ticket louage tunis,TRANSPORT
GAME PASS,jeu video mars,LOISIRS
salary,paiement virement salaire fevrier,SALAIRE
barber shop,en ligne achat tunis 9438,SHOPPING
udemy,en ligne course semestre 2,EDUCATION
livret,paiement investment epargne mars,EPARGNE
Placement,paiement epargne mensuelle avril,EPARGNE
serviceinconnu,paiement divers ref778,AUTRE
مكتبة,frais universite semestre 2,EDUCATION
عطار,paiement achat fruits legumes ariana,ALIMENTATION
disney plus,entertainment paiement weekend,LOISIRS
Wifi Bill,paiement facture mobile tunis,FACTURES
agence immobiliere,syndic building frais aout,LOGEMENT
divers,paiement inconnu tunis,AUTRE
مختبر,analyses tunis 8255,SANTE
savings transfer,paiement epargne versement mai 9491 carte bancaire,EPARGNE
hr payment,virement salaire mars,SALAIRE
campus service,school tuition mars 8563,EDUCATION
immo service,paiement loyer janvier 1104,LOGEMENT
loyer,paiement charges immeuble septembre,LOGEMENT
Apartment Owner,apartment location juillet,LOGEMENT
mall achat,soin capillaire en ligne 9379 carte,SHOPPING
pharmacie,pharmacy achat,SANTE
sonede,paiement internet paiement,FACTURES
MEDECIN,soins medicaux sfax,SANTE
MEDECIN,soins medicaux lac,SANTE
bus,paiement course taxi sfax,TRANSPORT
bus,course taxi marsa,TRANSPORT
salary,revenu mensuel mars,SALAIRE
school fees,book achat mars,EDUCATION
خدمة,operation diverse 2026 virement,AUTRE
placement,investment epargne mars,EPARGNE
esprit,paiement school tuition semestre 2,EDUCATION
home rent,paiement loyer septembre,LOGEMENT
CAFE EXPRESS,paiement coffee break centre ville,RESTAURANT
investment saving,reservation argent mai 9876 carte bancaire,EPARGNE
Livret,mensuel epargne mai 109,EPARGNE
Bolt,course taxi sfax virement,TRANSPORT
وكالة عقارية,paiement apartment location,LOGEMENT
unknown merchant,paiement autre paiement ref001 mastercard,AUTRE
virement employeur,paiement revenu mensuel mars,SALAIRE
steam,paiement weekend loisirs avril,LOISIRS
rapid transport,transport ville bizerte,TRANSPORT
مختبر,bilan de sante 7569,SANTE
souk,achat cuisine bizerte,ALIMENTATION
tunisietelecom,paiement facture mobile avril,FACTURES
marche central,achat fruits legumes,ALIMENTATION
bus,paiement ticket metro ariana 5422,TRANSPORT
مختبر,soins medicaux sfax,SANTE
سنديك,paiement apartment location 718,LOGEMENT
plan epargne,epargne contribution 3230,EPARGNE
divers,autre paiement 5356,AUTRE
wifi bill,paiement facture juin 5694,FACTURES
مواصلات,paiement ticket metro marsa,TRANSPORT
ONLINE SHOP,paiement mall achat lac 9105,SHOPPING
plan epargne,paiement virement epargne 7684,EPARGNE
cinema,paiement music abonnement weekend,LOISIRS
virement employeur,virement salaire fevrier,SALAIRE
sntri,paiement transport,TRANSPORT
مختبر,paiement ordonnance medicaments mastercard,SANTE
online shop,achat personnel lac,SHOPPING
صيدلية,achat medicaments 8538,SANTE
dentiste,pharmacy achat,SANTE
Louage,ticket metro,TRANSPORT
دكان,supermarket achat sousse,ALIMENTATION
station metro,trajet travail lac 4054,TRANSPORT
game pass,paiement music abonnement premium,LOISIRS
zara,paiement coupe cheveux centre ville,SHOPPING
Game Pass,cinema ticket,LOISIRS
geant,paiement achats menageres sfax visa,ALIMENTATION
steam,cinema ticket avril,LOISIRS
spotify,paiement entertainment paiement,LOISIRS
صيدلية,paiement soins medicaux manar carte bancaire,SANTE
internet provider,paiement utility paiement fiber carte,FACTURES
compte epargne,placement personnel mars 5469,EPARGNE
placement,paiement virement to epargne janvier,EPARGNE
residenceennasr,paiement loyer,LOGEMENT
Pstb,paiement book achat,EDUCATION
kfc,paiement carte restaurant 4323,RESTAURANT
مواصلات,trajet downtown sousse,TRANSPORT
Salary,salaire paiement mai 432,SALAIRE
COURSERA,en ligne course mars,EDUCATION
hospital,paiement medical appointment tunis,SANTE
mobile operator,paiement facture d'electricite tunis 8245,FACTURES
فاتورة,utility paiement juin 4430,FACTURES
clinique el amen,bilan medical sousse,SANTE
school fees,paiement cours avril,EDUCATION
monoprix,achat cuisine,ALIMENTATION
misc,non classe paiement en ligne,AUTRE
Pstb,paiement cours avril,EDUCATION
عملية,operation diverse 2026 3788,AUTRE
قهوة,coffee break manar,RESTAURANT
epargne,reservation argent mars,EPARGNE
shoppingcenter,paiement en ligne achat 4924,SHOPPING
yum yum,paiement cafe avec amis la marsa,RESTAURANT
EPICERIE NOUR,paiement achat cuisine tunis,ALIMENTATION
Souk,mouneh maison manouba,ALIMENTATION
تعليم,paiement frais universite 2026 4548,EDUCATION
KFC,paiement commande repas en ligne,RESTAURANT
salary transfer,versement employeur mars,SALAIRE
epargne,virement epargne fevrier,EPARGNE
restaurant la marsa,pizza commande ariana,RESTAURANT
wallet reserve,paiement epargne versement janvier,EPARGNE
مختبر,analyse sanguine ariana 3553,SANTE
souk,achat epicerie gabes,ALIMENTATION
bonus entreprise,prime de performance mars 9363,SALAIRE
راتب,virement salaire janvier,SALAIRE
savings transfer,virement to epargne juin,EPARGNE
pull and bear,achat vetements marsa,SHOPPING
epargne,paiement epargne contribution mai,EPARGNE
مطعم,repas diner lac,RESTAURANT
investment saving,paiement placement personnel janvier,EPARGNE
taxi tunis,uber trajet sousse,TRANSPORT
salary transfer,paie mensuelle mars 4134,SALAIRE
agence immobiliere,paiement loyer juillet 1003,LOGEMENT
bus,paiement transport ville 3503,TRANSPORT
clinique,paiement analyse sanguine sfax,SANTE
game pass,achat console game famille 1093,LOISIRS
kfc,paiement diner weekend lac 9571,RESTAURANT
virement employeur,paiement virement salaire mars 5866,SALAIRE
sonede,mobile recharge maison,FACTURES
misc,autre paiement ref778,AUTRE
paie,virement salaire janvier,SALAIRE
carrefour,courses maison manouba 5645,ALIMENTATION
savingaccount,paiement virement to epargne mars,EPARGNE
epargne,placement personnel avril,EPARGNE
mall achat,haircut men,SHOPPING
bus,transport a tunis tunis,TRANSPORT
playstation,weekend loisirs,LOISIRS
compte epargne,epargne contribution,EPARGNE
coursera,frais universite 468,EDUCATION
paie,paiement mensuel salaire juin 2814,SALAIRE
steg,facture internet tunis,FACTURES
RADIOLOGIE,doctor visit,SANTE
طبيب,achat medicaments tunis,SANTE
unknown service,paiement autre paiement ref001,AUTRE
STATION METRO,paiement uber trajet bizerte,TRANSPORT
bonus entreprise,salaire paiement juin,SALAIRE
fast food,pizza commande lac,RESTAURANT
carrefour,achats menageres manouba,ALIMENTATION
hospital,achat medicament 8880 visa,SANTE
salaire,virement salaire fevrier,SALAIRE
random pay,paiement divers tunis,AUTRE
قهوة,cafe avec amis,RESTAURANT
wifi bill,paiement facture avril mastercard,FACTURES
mg,paiement epicerie quotidienne sfax,ALIMENTATION
اتصالات تونس,paiement water facture 4g,FACTURES
ادخار,paiement epargne mensuelle juin 986,EPARGNE
PIZZA HUT,lunch meal ariana,RESTAURANT
saving account,placement personnel mars 3315,EPARGNE
LOCATION MAISON,paiement loyer septembre,LOGEMENT
savings transfer,investment epargne janvier 8908,EPARGNE
epargne,paiement epargne versement juin,EPARGNE
gamingstore,weekend loisirs,LOISIRS
salaire,paiement bonus entreprise 2026,SALAIRE
home rent,loyer mensuel aout 5271,LOGEMENT
مطعم,paiement repas diner centre ville,RESTAURANT
livret,mensuel epargne juin,EPARGNE
BOUCHERIE SLIM,paiement achat produits alimentaires gabes,ALIMENTATION
taxi tunis,paiement uber trajet lac 9070,TRANSPORT
taxi,transport a tunis sousse en ligne,TRANSPORT
فاتورة,paiement facture d'electricite mars,FACTURES
gaming store,gaming achat famille 4788,LOISIRS
uber,uber trajet ariana mastercard,TRANSPORT
game pass,paiement film weekend weekend 1028,LOISIRS
residence lac,loyer mensuel fevrier,LOGEMENT
service taxi,ticket metro marsa,TRANSPORT
amazon,coupe cheveux ariana,SHOPPING
grill house,paiement fast nourriture commande centre ville,RESTAURANT
hospital,paiement medical appointment lac,SANTE
locationmaison,paiement loyer juillet virement,LOGEMENT
أوريدو,paiement facture 4g,FACTURES
sport club fun,film weekend,LOISIRS
clinique el amen,consultation medicale ariana,SANTE
chapatihouse,cafe avec amis manar,RESTAURANT
loyer,syndic building frais mai 1919,LOGEMENT
udemy,education paiement 2026,EDUCATION
راتب,mensuel salaire 2026,SALAIRE
monthly payroll,virement salaire mai,SALAIRE
sport club fun,film weekend weekend,LOISIRS
Coffee Shop,paiement achat repas manar,RESTAURANT
bolt,transport quotidien tunis carte bancaire,TRANSPORT
حجام,paiement fashion achat centre ville en ligne,SHOPPING
salary transfer,prime de performance mai,SALAIRE
restaurant la marsa,repas diner centre ville 1507,RESTAURANT
fast food,paiement pizza commande sousse 1710,RESTAURANT
GEANT,paiement boucherie alimentation lac,ALIMENTATION
compte epargne,reservation argent fevrier,EPARGNE
online academy,school tuition avril,EDUCATION
steg,mobile recharge juin,FACTURES
ooredoo,paiement facture juin 8398 virement,FACTURES
virement employeur,paiement company payroll,SALAIRE
divers,paiement service inconnu ref778,AUTRE
لواج,paiement ticket metro marsa 2184,TRANSPORT
restaurant el bey,coffee break 1999 carte,RESTAURANT
xyz123,operation diverse en ligne 9225,AUTRE
دكان,paiement achat produits alimentaires tunis,ALIMENTATION
gaming store,cinema ticket avril 8025,LOISIRS
netflix,paiement music abonnement mensuel 7361,LOISIRS
Geant,paiement boucherie alimentation gabes,ALIMENTATION
bonusentreprise,virement salaire juin mastercard,SALAIRE
tunisie telecom,recharge internet avril,FACTURES
CARREFOUR,epicerie quotidienne 8239 en ligne,ALIMENTATION
ZARA,paiement soin capillaire,SHOPPING
epicerie el amen,paiement courses maison gabes,ALIMENTATION
campus service,paiement university paiement 2026,EDUCATION
para pharmacie,paiement pharmacy achat manar 8334 en ligne,SANTE
سينما,fun activity 5632,LOISIRS
playstation,entertainment paiement premium,LOISIRS
game pass,jeu video famille 2697 visa,LOISIRS
cabinet medical,paiement achat medicament manar,SANTE
residencelac,paiement syndic building frais aout visa,LOGEMENT
online shop,paiement coupe cheveux ariana 3677,SHOPPING
salary,paiement virement salaire juin,SALAIRE
قهوة,snack paiement sousse,RESTAURANT
location maison,versement logement mars 221,LOGEMENT
hamma hajem,paiement personal care achat centre ville virement,SHOPPING
khallas unknown,paiement operation diverse 2026,AUTRE
landlord,loyer mensuel fevrier,LOGEMENT
حجام,paiement hjema tunis,SHOPPING
Prime,virement salaire mai,SALAIRE
epicerie nour,boucherie alimentation ariana,ALIMENTATION
CLINIQUE EL AMEN,paiement achat medicament manar 2780,SANTE
Mall Achat,paiement haircut men marsa virement,SHOPPING
water service,recharge internet tunis 2647,FACTURES
barber shop,paiement achat personnel,SHOPPING
bolt,paiement trajet downtown bizerte,TRANSPORT
لواج,trajet travail lac,TRANSPORT
service inconnu,paiement inconnu carte,AUTRE
hospital,analyses sousse,SANTE
جامعة,formation data science mars,EDUCATION
clinique el amen,paiement consultation medicale lac,SANTE
طبيب,paiement bilan medical manar virement,SANTE
PLAN EPARGNE,epargne mensuelle fevrier 1165,EPARGNE
savings transfer,virement epargne mai carte bancaire,EPARGNE
لواج,transport quotidien bizerte,TRANSPORT
Tunisie Telecom,paiement internet paiement maison,FACTURES
مكتبة,paiement cours,EDUCATION
souk,achat cuisine lac,ALIMENTATION
راتب,versement employeur mars,SALAIRE
taxi tunis,transport quotidien,TRANSPORT
divers,paiement inconnu operation ref001,AUTRE
residence lac,maison loyer paiement juin 1111,LOGEMENT
boucherie slim,boucherie alimentation tunis,ALIMENTATION
cafe express,achat repas manar,RESTAURANT
Electric Company,paiement water facture mai virement,FACTURES
random pay,transaction non classee 2026,AUTRE
marche central,paiement achat epicerie sousse,ALIMENTATION
khallas unknown,service inconnu en ligne 4825,AUTRE
اتصالات تونس,recharge internet tunis,FACTURES
coffee shop,snack paiement tunis,RESTAURANT
clinique,paiement achat medicament ariana,SANTE
اتصالات تونس,paiement telecom facture mai 4886,FACTURES
geant,supermarket achat tunis,ALIMENTATION
مطعم المزة,lunch meal sousse carte,RESTAURANT
payroll,virement salaire mai en ligne,SALAIRE
Residence Lac,paiement maison loyer paiement mai,LOGEMENT
geant,achat alimentaire ariana,ALIMENTATION
monoprix,grocery achat gabes 1104,ALIMENTATION
internet provider,paiement facture tunis,FACTURES
عملية,paiement autre paiement 2026 7036,AUTRE
عملية,paiement operation non connue ref001,AUTRE
steg,paiement telecom facture 4g,FACTURES
سنديك,charges immeuble septembre 135 carte,LOGEMENT
Barber Shop,paiement personal care achat centre ville 6009,SHOPPING
ترفيه,music abonnement mars 9314,LOISIRS
Louage,paiement ticket louage sfax,TRANSPORT
random pay,paiement operation non connue 2465,AUTRE
compte epargne,investment epargne mars en ligne,EPARGNE
marche central,paiement courses,ALIMENTATION
sportclubfun,streaming service famille 107,LOISIRS
accessories shop,paiement achat sport tunis,SHOPPING
paie,company payroll avril,SALAIRE
librairie,school tuition mars,EDUCATION
أوريدو,paiement wifi abonnement tunis,FACTURES
Wallet Reserve,paiement epargne mensuelle mars,EPARGNE
taxi tunis,ticket metro lac,TRANSPORT
compte epargne,paiement mensuel epargne mai,EPARGNE
propertyservice,loyer mensuel mars,LOGEMENT
عملية,operation non connue ref778,AUTRE
gaming store,paiement cinema ticket weekend,LOISIRS
Monthly Payroll,paiement salaire paiement 1907 carte bancaire,SALAIRE
wallet reserve,virement epargne avril,EPARGNE
ترفيه,paiement abonnement plateforme mars,LOISIRS
راتب,revenu mensuel mars,SALAIRE
مطعم,diner famille manar,RESTAURANT
fast food,paiement coffee break lac,RESTAURANT
transport public,station travel marsa 8234,TRANSPORT
taxi,paiement trajet downtown sfax,TRANSPORT
hr payment,virement salaire 2026,SALAIRE
placement,paiement virement epargne janvier,EPARGNE
payroll,virement salaire mars,SALAIRE
shopping center,coupe cheveux tunis,SHOPPING
STATION METRO,paiement transport lac en ligne,TRANSPORT
savings transfer,paiement virement epargne mai en ligne,EPARGNE
عطار,paiement nourriture groceries carte,ALIMENTATION
جامعة,university paiement 2026 7792,EDUCATION
COMPTE EPARGNE,paiement reservation argent avril,EPARGNE
prime,bonus entreprise fevrier,SALAIRE
bus,trajet travail lac,TRANSPORT
savings transfer,reservation argent mai,EPARGNE
جامعة,paiement frais universite mars,EDUCATION
hospital,paiement soins medicaux manar,SANTE
steam,streaming service avril,LOISIRS
pharma plus,paiement bilan de sante manar,SANTE
ترفيه,entertainment paiement avril,LOISIRS
SERVICE INCONNU,divers ref778 641 en ligne,AUTRE
أوريدو,utility paiement juin,FACTURES
investment saving,mensuel epargne juin visa,EPARGNE
Placement,epargne versement fevrier,EPARGNE
transport public,trajet paiement sfax 321,TRANSPORT
parfumerie,buying accessories en ligne,SHOPPING
كراء,paiement residence frais,LOGEMENT
souk,boucherie alimentation sfax,ALIMENTATION
CABINET MEDICAL,paiement pharmacy achat manar,SANTE
planepargne,virement to epargne mai,EPARGNE
MISC,paiement divers 2026,AUTRE
landlord,paiement versement logement janvier 7839,LOGEMENT
Paie,paiement paie mensuelle mai,SALAIRE
Autre Transaction,paiement non classe paiement ref001,AUTRE
spotify,jeu video avril 7873,LOISIRS
عملية,divers service tunis 7178,AUTRE
netflix,paiement streaming service mars,LOISIRS
mg,achat fruits legumes nabeul,ALIMENTATION
para pharmacie,bilan medical 2417,SANTE
xbox,paiement film weekend avril virement,LOISIRS
School Fees,paiement course abonnement semestre 1,EDUCATION
coursera,achat livres 2026 en ligne,EDUCATION
لواج,trajet paiement ariana 6608,TRANSPORT
سنديك,loyer appartement mai,LOGEMENT
أوريدو,mobile recharge mars,FACTURES
حجام,paiement coupe cheveux lac mastercard,SHOPPING
ادخار,virement epargne fevrier 4722 carte bancaire,EPARGNE
prime,paiement mensuel salaire fevrier,SALAIRE
Plan Epargne,virement epargne mai,EPARGNE
salaire,paiement virement salaire janvier,SALAIRE
service divers,paiement transaction non classee en ligne,AUTRE
PHARMACIE,achat medicament,SANTE
Burger King,snack paiement ariana,RESTAURANT
PSTB,paiement cours,EDUCATION
